ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM,risco_evasao,classificacao,predicao
2023,,,0,,Avaliador-21,Avaliador-6,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,1.0,,,,,2.0,Fase 3 (7° e 8° ano),Feminino,7.5,10.0,7.5,12.0,9.1,8,7.7730935185,7.306,7.5595,,9.5,Pública,7.8,5.0,8.3775,6.7,4.0,,Topázio,Ametista,,,,6.3,,,,,,4G,8,,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.005,Baixo,0
2024,,,0,Cursando,Avaliador-3,Avaliador-13,Avaliador-9,,,,67.0,430.5,6.0,-1.0,,,,EM Maria Ignez Concelles Irma Ines,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,5.0,9.8,8.0,10.0,,9.0,7.306,7.5595,,6.7,Pública,7.5,8.1,7.9,10.0,3.0,,Ametista,Topázio,,,,9.5,,,,,,ALFA G - G2/G3,9.0,,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.005,Baixo,0
2021,,,0,Cursando,Avaliador-23,Avaliador-24,Avaliador-26,Avaliador-1,Avaliador-7,,67.0,430.5,6.0,0.0,,,,Colégio Arco Íris Evolução,2.0,Fase 5 (1° EM),Feminino,7.5,10.0,4.3,15.0,8.7,,7.439841414,8.623,7.671,,5.5,Privada - Programa de Apadrinhamento,7.6,6.3,8.4,0.0,5.0,Topázio,Ametista,Ametista,Ametista,Topázio,Ametista,7.5,,,,,,5A,7.439841414,Topázio,1,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.005,Baixo,0
2018,2011.0,,0,,Avaliador-5,Avaliador-27,Avaliador-30,,,,39.0,239.0,2.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Feminino,9.0,10.0,4.9,12.0,8.9,,7.7730935185,7.683,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.333,4.2,3.0,Ametista,Ametista,Ametista,Topázio,Ametista,,5.7,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Sem limitações,J,7.683,Ametista,1,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.005,Baixo,0
2022,2005.0,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,15.0,257.0,7.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Masculino,9.2,5.0,7.2,12.0,9.3,,7.7730935185,7.642,7.5595,Não,8.8,Escola Pública,7.5,7.5,7.917,7.0,3.0,,Ametista,Ametista,,Ametista,,5.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,B,7.642,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.005,Baixo,0
2021,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-2.0,,,,,2.0,Fase 5 (1° EM),Feminino,7.5,5.0,6.6,15.0,8.6,8,7.7730935185,6.941,7.5595,,5.7,Pública,8.0,7.5,8.505,6.3,4.0,,Ametista,Ametista,Quartzo,Ágata,,7.8,,,,,,3D,8,,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.005,Baixo,0
2018,2011.0,,0,,Avaliador-4,Avaliador-2,,,,,111.0,436.0,3.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,6.4,12.0,8.8,,7.7730935185,7.181,7.5595,Não,6.7,Escola Pública,7.5,5.0,8.25,4.8,2.0,Topázio,Ametista,Ametista,Ametista,Ametista,,8.0,Promovido de Fase,Promovido de Fase,Não avaliado,,Não indicado,G,7.181,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.005,Baixo,0
"202300,00%",,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-26,Avaliador-10,,,67.0,430.5,6.0,1.0,,,,EE Donizetti Aparecido Leite Professor,2.0,Fase 2 (5° e 6° ano),Feminino,9.2,10.0,4.5,11.0,9.8,,8.0,7.306,8.6,,5.0,Pública,8.1,8.8,8.8,5.0,4.0,,Ametista,Topázio,,,Topázio,3.5,,,,,,3U,8.0,,1,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.005,Baixo,0
2022,2009.0,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,46.0,394.0,11.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,8.3,10.0,3.8,12.0,8.8,,7.7730935185,7.3,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.25,0.0,4.0,,Ametista,Ametista,,Ametista,,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não atendido,A,7.3,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.005,Baixo,0
2022,2013.0,,0,,Avaliador-13,Avaliador-3,,,,,132.0,456.0,8.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,8.5,5.0,7.3,12.0,8.7,,7.7730935185,7.097,7.5595,Não,6.7,Escola Pública,7.5,5.0,7.5,8.3,2.0,,Ametista,Ametista,,Ametista,,6.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Sem limitações,J,7.097,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.005,Baixo,0
2021,2013.0,,0,,Avaliador-13,Avaliador-3,,,,,161.0,575.0,8.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,8.0,5.0,7.6,12.0,5.9,,7.7730935185,6.731,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.083,7.3,2.0,,Ametista,Ametista,Ametista,Ágata,,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Não atendido,G,6.731,,1,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.005,Baixo,0
2023,,,0,Cursando,Avaliador-19,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,0.0,,,,EE Bairro Boa Vista,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,5.3,11.0,10.0,,8.0,7.306,7.749,,6.7,Pública,7.9,7.5,8.4,6.0,3.0,,Ametista,Topázio,,,Ametista,4.5,,,,,,2B,8.0,,1,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.005,Baixo,0
2018,2007.0,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,51.0,567.0,6.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4.0,Fase 5 (1º EM),Feminino,8.3,5.0,5.9,12.0,9.2,,7.7730935185,6.75,7.5595,Não,5.9,Rede Decisão,7.5,5.6,5.833,4.7,4.0,Ametista,Ametista,Ametista,Ametista,Ágata,,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,P,6.75,Ametista,1,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.005,Baixo,0
2024,,,0,Cursando,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,Avaliador-5,,67.0,430.5,6.0,-1.0,,,,EE Maria André Schunck Dona,2.0,Fase 5 (1° EM),Masculino,6.2,5.0,6.5,15.0,4.9,,6.638525017,7.306,7.5595,,4.0,Pública,9.1,6.3,8.5,9.0,5.0,,Ametista,Agata,,,,6.5,,,,,,4N,6.638525017,,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.005,Baixo,0
2023,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,0.0,,,,,2.0,Fase 2 (5° e 6° ano),Feminino,8.5,10.0,4.9,11.0,9.8,8,7.7730935185,7.306,7.5595,,6.7,Pública,8.1,2.5,8.56,4.3,3.0,,Ametista,Ametista,,,,5.5,,,,,,2K,8,,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.005,Baixo,0
"202400,00%",,,0,Cursando,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,Avaliador-26,,67.0,430.5,6.0,-1.0,,,,EE Paschoal Carlos Magno,2.0,Fase 5 (1° EM),Masculino,8.8,5.0,6.2,16.0,9.0,,8.0,7.306,7.5595,,6.0,Pública,7.9,7.5,9.2,5.0,5.0,,Ametista,Ametista,,,,7.5,,,,,,4F,8.0,,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.005,Baixo,0
2022,2009.0,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,13.0,76.0,2.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,8.9,12.0,8.6,,7.7730935185,8.231,7.5595,Não,8.5,Escola Pública,7.5,6.3,7.25,8.7,4.0,,Ametista,Ametista,,Topázio,,9.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,K,8.231,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.004986266251602271,Baixo,0
2019,2009.0,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,1.0,10.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,9.1,12.0,9.9,,7.7730935185,8.815,7.5595,Não,9.3,Rede Decisão,7.5,6.3,8.208,9.7,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,,8.3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Sem limitações,K,8.815,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.004986266251602271,Baixo,0
"202400,00%",,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-17,,,,67.0,430.5,6.0,-1.0,,,,EE Mario Francisco de Amorim,2.0,Fase 5 (1° EM),Feminino,7.9,5.0,8.2,12.0,7.8,,8.0,7.306,7.5595,,10.0,Pública,9.2,6.3,9.0,8.0,3.0,,Ametista,Ametista,,,,6.5,,,,,,4H,8.0,,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.004968071519795657,Baixo,0
"202200,00%",,,0,,Avaliador-32,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 4 (9° ano),Masculino,9.2,5.0,8.5,12.0,7.6,8,7.7730935185,7.564,7.5595,,9.2,Privada,8.0,7.5,8.505,8.2,4.0,,Ametista,Ametista,,Ametista,,8.2,,,,,,3A,8,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004968071519795657,Baixo,0
2022,2014.0,,0,,Avaliador-11,Avaliador-3,,,,,42.0,154.0,3.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,7.5,10.0,9.1,12.0,8.3,,7.7730935185,7.952,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.25,9.1,2.0,,Ametista,Ametista,,Ametista,,9.1,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,Y,7.952,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004936548223350254,Baixo,0
2022,2014.0,,0,,Avaliador-13,Avaliador-3,,,,,33.0,118.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,8.0,10.0,9.2,12.0,8.9,,7.7730935185,8.093,7.5595,Não,6.7,Escola Pública,7.5,6.3,7.417,9.2,2.0,,Ametista,Ametista,,Topázio,,9.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Sem limitações,G,8.093,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.004936548223350254,Baixo,0
"202400,00%",,,0,Cursando,Avaliador-11,Avaliador-2,Avaliador-9,,,,67.0,430.5,6.0,-1.0,,,,EM Maria Ignez Concelles Irma Ines,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,5.0,9.0,8.0,8.8,,8.0,7.306,7.5595,,6.7,Pública,7.5,2.5,8.6,10.0,3.0,,Ametista,Ametista,,,,8.0,,,,,,ALFA F - G0/G1,8.0,,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.004930859645079511,Baixo,0
2023,,,0,,Avaliador-32,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 3 (7° e 8° ano),Feminino,9.0,5.0,9.3,12.0,9.2,8,7.7730935185,7.306,7.5595,,6.7,Pública,9.2,6.3,8.566666667,9.0,3.0,,Topázio,Ametista,,,,9.5,,,,,,2R,8,,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.004907802795031056,Baixo,0
"202400,00%",,,0,Cursando,Avaliador-15,Avaliador-2,,,,,67.0,430.5,6.0,0.0,,,,EE Chácara Florida II,2.0,Fase 1 (3° e 4° ano),Masculino,10.0,10.0,9.8,12.0,9.3,,9.0,7.306,7.5595,,6.7,Pública,8.8,7.5,8.8,10.0,2.0,,Ametista,Topázio,,,,9.5,,,,,,1E,9.0,,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.004907802795031056,Baixo,0
2018,,,0,,Avaliador-24,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 7 (3° EM),Masculino,6.7,5.0,8.7,12.0,9.0,"8,0641",7.7730935185,8.282,7.5595,,9.5,Pública,8.75,6.89,8.9675,9.3,4.0,Ametista,Topázio,Ametista,Ametista,Topázio,,7.3,,,,,,6A,"8,0641",Ametista,0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,0.004907802795031056,Baixo,0
2022,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 2 (5° e 6° ano),Masculino,9.0,5.0,8.6,12.0,9.2,8,7.7730935185,7.425,7.5595,,6.7,Pública,8.9,7.5,8.39,8.3,3.0,,Topázio,Ametista,,Ametista,,8.8,,,,,,1K,8,,0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.004907802795031056,Baixo,0
"202400,00%",,,0,Cursando,Avaliador-17,Avaliador-2,,,,,67.0,430.5,6.0,0.0,,,,EE Jardim Campestre,2.0,Fase 1 (3° e 4° ano),Masculino,9.5,10.0,8.5,12.0,9.1,,9.0,7.306,7.5595,,6.7,Pública,9.4,7.5,9.0,9.0,2.0,,Ametista,Topázio,,,,8.0,,,,,,1M,9.0,,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.004907802795031056,Baixo,0
"202200,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,-2.0,,,,,2.0,Fase 3 (7° e 8° ano),Masculino,9.5,5.0,9.4,12.0,8.9,8,7.7730935185,7.577,7.5595,,6.7,Pública,8.3,7.5,8.45,9.0,3.0,,Topázio,Ametista,,Ametista,,9.7,,,,,,1K,8,,0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.004907802795031056,Baixo,0
"202300,00%",,,0,Cursando,Avaliador-14,Avaliador-3,Avaliador-15,,,,67.0,430.5,6.0,-1.0,,,,EM Etelvina Delfim Simões,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,5.0,8.5,12.0,9.1,,8.0,7.306,6.823,,6.7,Pública,7.8,6.3,8.7,8.0,3.0,,Ametista,Topázio,,,Agata,9.0,,,,,,1A,8.0,,1,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.004907802795031056,Baixo,0
2023,,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,,,,67.0,430.5,6.0,0.0,,,,EE Helio Luiz Dobrochinski Prof,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,9.3,12.0,8.8,,9.0,7.306,8.034,,6.7,Pública,9.1,6.3,8.8,9.0,3.0,,Ametista,Topázio,,,Topázio,9.5,,,,,,2N,9.0,,1,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.004907802795031056,Baixo,0
2021,,,0,,Avaliador-32,Avaliador-5,Avaliador-2,,,,67.0,430.5,6.0,0.0,,,,,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,6.5,12.0,9.2,8,7.7730935185,7.75,7.5595,,6.7,Pública,8.8,6.3,9.173333333,5.7,3.0,,Topázio,Ametista,Topázio,Ametista,,7.2,,,,,,2R,8,,1,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.004907802795031056,Baixo,0
"202100,00%",,,0,Cursando,Avaliador-16,Avaliador-26,Avaliador-22,Avaliador-10,Avaliador-25,,67.0,430.5,6.0,0.0,,,,Colégio Arco Íris Evolução,2.0,Fase 3 (7° e 8° ano),Masculino,10.0,10.0,9.7,12.0,8.8,,9.0,8.334,8.772,,10.0,Privada - Programa de Apadrinhamento,10.0,7.5,9.6,10.0,5.0,Ametista,Ametista,Topázio,Topázio,Topázio,Topázio,9.0,,,,,,3H,9.0,Ametista,0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.004907802795031056,Baixo,0
"202200,00%",,,0,,Avaliador-13,Avaliador-3,,,,,67.0,430.5,6.0,-2.0,,,,,2.0,Fase 2 (5° e 6° ano),Feminino,9.0,5.0,7.2,10.0,7.7,8,7.7730935185,7.025,7.5595,,6.7,Pública,6.9,7.5,9.085,6.8,2.0,,Ametista,Ametista,,Ágata,,7.5,,,,,,ALFA L - G2/G3,8,,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0048746867167919795,Baixo,0
2022,,,0,,Avaliador-13,Avaliador-3,,,,,67.0,430.5,6.0,0.0,,,,,2.0,ALFA (1° e 2° ano),Feminino,8.0,10.0,7.3,8.0,9.2,9,7.7730935185,8.325,7.5595,,6.7,Pública,7.5,7.5,10.01,6.8,2.0,,Topázio,Ametista,,Topázio,,7.8,,,,,,ALFA J - G2/G3,9,,1,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.004855963126560399,Baixo,0
2018,2011.0,,0,,Avaliador-4,Avaliador-2,Avaliador-15,,,,61.0,234.0,9.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,8.8,12.0,8.8,,7.7730935185,7.7,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.556,8.0,3.0,Ametista,Ametista,Ametista,Ágata,Ametista,,9.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Sem limitações,B,7.7,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.004814356435643564,Baixo,0
2022,2011.0,,0,,Avaliador-4,Avaliador-2,Avaliador-15,,,,42.0,184.0,6.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,8.4,12.0,8.9,,7.7730935185,7.857,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.056,8.0,3.0,,Ametista,Ametista,,Ametista,,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Sem limitações,B,7.857,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004814356435643564,Baixo,0
2021,2013.0,,0,,Avaliador-13,Avaliador-3,,,,,54.0,205.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,8.3,12.0,8.9,,7.7730935185,7.786,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.75,8.0,2.0,,Ametista,Ametista,Topázio,Ametista,,8.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Não atendido,N,7.786,,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.004814356435643564,Baixo,0
2022,2012.0,,0,,Avaliador-13,Avaliador-3,,,,,128.0,427.0,5.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,8.5,5.0,6.5,12.0,8.5,,7.7730935185,7.204,7.5595,Não,6.7,Escola Pública,7.5,6.9,8.0,6.5,2.0,,Ametista,Ametista,,Ametista,,6.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Requer avaliação,B,7.204,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004794576828266229,Baixo,0
2021,2012.0,,0,,Avaliador-13,Avaliador-3,,,,,81.0,288.0,7.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,7.5,12.0,8.6,,7.7730935185,7.563,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.833,8.3,2.0,,Ametista,Ametista,Ágata,Ametista,,6.7,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Não atendido,L,7.563,,1,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.004794576828266229,Baixo,0
2022,2011.0,,0,,Avaliador-11,Avaliador-3,,,,,115.0,395.0,5.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,8.5,5.0,7.2,12.0,8.5,,7.7730935185,7.3,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.5,8.6,2.0,,Ametista,Ametista,,Ametista,,5.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,V,7.3,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004794576828266229,Baixo,0
2019,2012.0,,0,,Avaliador-13,Avaliador-3,,,,,130.0,443.0,3.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,7.3,12.0,8.5,,7.7730935185,7.151,7.5595,Não,6.7,Escola Pública,7.5,6.9,7.083,7.3,2.0,Ametista,Ametista,Ametista,Ágata,Ametista,,7.2,Promovido de Fase,Promovido de Fase,Não avaliado,,Requer avaliação,I,7.151,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.004794576828266229,Baixo,0
2022,2011.0,,0,,Avaliador-13,Avaliador-3,,,,,89.0,307.0,6.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,7.8,12.0,8.9,,7.7730935185,7.504,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.417,8.5,2.0,,Ametista,Ametista,,Ametista,,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Não atendido,O,7.504,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004794576828266229,Baixo,0
2021,2012.0,,0,,Avaliador-13,Avaliador-3,,,,,126.0,421.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,7.3,12.0,8.5,,7.7730935185,7.217,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.5,8.2,2.0,,Ametista,Ametista,Ágata,Ametista,,6.5,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,Q,7.217,,0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.004794576828266229,Baixo,0
2019,2012.0,,0,,Avaliador-13,Avaliador-3,,,,,85.0,302.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,7.4,12.0,8.8,,7.7730935185,7.518,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.75,8.0,2.0,Ametista,Ametista,Ametista,Ametista,Ametista,,6.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Não atendido,B,7.518,Ametista,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.004794576828266229,Baixo,0
2023,,,0,,Avaliador-13,Avaliador-3,,,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 1 (3° e 4° ano),Masculino,8.5,5.0,7.2,9.0,9.4,8,7.7730935185,7.306,7.5595,,6.7,Pública,6.9,7.5,8.5,7.3,2.0,,Ametista,Ametista,,,,7.0,,,,,,ALFA Q - G2/G3,8,,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.004770079705702024,Baixo,0
"202200,00%",,,0,,Avaliador-13,Avaliador-3,,,,,67.0,430.5,6.0,-1.0,,,,,2.0,Fase 1 (3° e 4° ano),Masculino,10.0,5.0,7.3,9.0,9.0,8,7.7730935185,7.484,7.5595,,6.7,Pública,5.6,7.5,8.425,7.3,2.0,,Ametista,Ametista,,Ametista,,7.3,,,,,,ALFA O - G2/G3,8,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.004770079705702024,Baixo,0
