ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM,risco_evasao,classificacao,predicao
2022,2013.0,,1,,Avaliador-11,Avaliador-3,,,,,76.0,272.0,3.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,7.9,12.0,7.5,,7.7730935185,7.598,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.5,9.6,2.0,,Ametista,Ametista,,Ametista,,6.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,Não avaliado,M,7.598,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9776753659598577,Alto,1
2022,2014.0,,1,,Avaliador-11,Avaliador-3,,,,,2.0,21.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,8.5,10.0,9.2,12.0,9.2,,7.7730935185,8.65,7.5595,Sim,6.7,Escola Pública,7.5,8.1,8.583,9.4,2.0,,Ametista,Ametista,,Topázio,,8.9,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,Não atendido,A,8.65,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.976899755175568,Alto,1
2016,2008.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,4.0,20.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Masculino,10.0,5.0,8.4,12.0,9.9,,7.7730935185,8.656,7.5595,Não,8.8,Rede Decisão,7.5,7.5,9.25,8.3,4.0,Ametista,Ametista,Ametista,Topázio,Topázio,,8.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,F,8.656,Ametista,0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9762385451787664,Alto,1
2016,2010.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,16.0,95.0,2.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,6.7,12.0,8.9,,7.7730935185,8.155,7.5595,Não,8.7,Rede Decisão,7.5,5.6,8.5,5.0,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,,6.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,B,8.155,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9758345884919055,Alto,1
2019,2009.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,6.0,25.0,2.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,9.2,10.0,6.8,12.0,9.5,,7.7730935185,8.623,7.5595,Não,6.2,Rede Decisão,7.5,8.8,8.458,6.8,4.0,Topázio,Ametista,Ametista,Ametista,Topázio,,7.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,A,8.623,Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0,0.9753583822811559,Alto,1
2018,2006.0,,1,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,8.0,64.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 6 (2º EM),Masculino,8.3,5.0,8.7,12.0,9.1,,7.7730935185,8.282,7.5595,Não,9.7,Rede Decisão,7.5,8.8,9.417,8.2,3.0,Ametista,Ametista,Ametista,Ametista,Topázio,,8.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,,Sem limitações,B,8.282,Ametista,0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.9753155845993255,Alto,1
2022,2013.0,,1,,Avaliador-11,Avaliador-3,,,,,27.0,97.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,8.5,5.0,9.5,12.0,8.9,,7.7730935185,8.154,7.5595,Não,6.7,Escola Pública,7.5,7.5,9.083,9.6,2.0,,Ametista,Ametista,,Topázio,,9.3,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,Z,8.154,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9733338478484166,Alto,1
2022,2012.0,,1,,Avaliador-13,Avaliador-3,,,,,104.0,352.0,6.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,7.6,12.0,7.0,,7.7730935185,7.412,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.667,7.7,2.0,,Ametista,Ametista,,Ametista,,7.5,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,U,7.412,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9726453015989409,Alto,1
2021,2013.0,,1,,Avaliador-5,Avaliador-2,,,,,7.0,50.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 1 (4º ano),Feminino,9.5,10.0,6.9,12.0,9.0,,7.7730935185,8.363,7.5595,Não,6.7,Escola Pública,7.5,7.5,9.083,5.8,2.0,,Ametista,Ametista,Topázio,Topázio,,8.0,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,U,8.363,,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.972471489785522,Alto,1
2022,2013.0,,1,,Avaliador-11,Avaliador-3,,,,,9.0,41.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,9.7,12.0,9.6,,7.7730935185,8.453,7.5595,Não,6.7,Escola Pública,7.5,7.5,9.0,9.7,2.0,,Ametista,Ametista,,Topázio,,9.6,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,Z,8.453,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9721804452985547,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,40.0,143.0,2.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,9.0,5.0,7.3,12.0,10.0,,7.7730935185,8.0,7.5595,Não,6.7,Escola Pública,7.5,6.9,9.5,7.5,2.0,,Ametista,Ametista,,Ametista,,7.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,Sem limitações,B,8.0,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9714543118262133,Alto,1
2022,2005.0,,1,,Avaliador-6,Avaliador-27,Avaliador-28,Avaliador-31,,,16.0,259.0,1.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Feminino,8.3,5.0,7.8,12.0,7.5,,7.7730935185,7.64,7.5595,Sim,8.0,Escola Pública,7.5,7.5,8.667,7.5,4.0,,Ametista,Ametista,,Ametista,,7.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não atendido,C,7.64,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9708590288860832,Alto,1
2021,2009.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,10.0,39.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,7.6,12.0,8.8,,7.7730935185,8.465,7.5595,Sim,8.5,Escola Pública,7.5,7.5,8.458,6.7,4.0,,Ametista,Ametista,Topázio,Topázio,,7.5,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,C,8.465,,0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.969518776620681,Alto,1
2017,2007.0,,1,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,2.0,2.0,2.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 5 (1º EM),Feminino,8.8,10.0,8.5,12.0,10.0,,7.7730935185,9.354,7.5595,Não,8.9,Rede Decisão,7.5,9.4,9.667,8.4,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,,8.2,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,L,9.354,Topázio,1,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9684972677308191,Alto,1
2022,2012.0,,1,,Avaliador-4,Avaliador-2,Avaliador-15,,,,77.0,283.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,7.9,5.0,7.7,12.0,8.2,,7.7730935185,7.576,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.722,6.0,3.0,,Ametista,Ametista,,Ametista,,9.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não atendido,A,7.576,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9677393735070372,Alto,1
2022,2014.0,,1,,Avaliador-11,Avaliador-3,,,,,5.0,30.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,8.5,10.0,9.2,12.0,9.0,,7.7730935185,8.538,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.417,9.8,2.0,,Ametista,Ametista,,Topázio,,8.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,Não atendido,Y,8.538,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9669528401689051,Alto,1
2021,2006.0,,1,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,19.0,295.0,5.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 6 (2º EM),Masculino,9.2,5.0,6.7,12.0,7.8,,7.7730935185,7.54,7.5595,Sim,8.0,Escola Pública,7.5,6.9,8.5,5.7,4.0,,Ametista,Ametista,Ametista,Ametista,,6.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,L,7.54,,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.9663268916073663,Alto,1
2019,2012.0,,1,,Avaliador-7,Avaliador-3,,,,,3.0,11.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,9.5,12.0,10.0,,7.7730935185,8.814,7.5595,Sim,6.7,Escola Pública,7.5,8.8,9.611,9.3,3.0,Ametista,Ametista,Ametista,Topázio,Topázio,,9.7,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Sem limitações,J,8.814,Ametista,0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9657041613799292,Alto,1
2021,2005.0,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,6.0,147.0,6.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,8.3,5.0,6.9,12.0,8.3,,7.7730935185,7.979,7.5595,Sim,7.7,Escola Pública,7.5,8.8,9.667,9.2,4.0,,Ametista,Ametista,Topázio,Ametista,,3.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,A,7.979,,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.9656280436280591,Alto,1
2019,2008.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,5.0,53.0,2.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4.0,Fase 4 (9º ano),Feminino,10.0,10.0,7.7,12.0,8.8,,7.7730935185,8.355,7.5595,Não,9.1,Rede Decisão,7.5,5.6,8.458,6.5,4.0,Topázio,Ametista,Ametista,Ametista,Topázio,,7.5,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,F,8.355,Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0,0.9644546416436558,Alto,1
2018,2009.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,3.0,19.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.6,10.0,8.2,12.0,9.7,,7.7730935185,8.673,7.5595,Não,8.7,Rede Decisão,7.5,5.6,8.708,8.7,4.0,Ametista,Ametista,Ametista,Ametista,Topázio,,7.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,F,8.673,Ametista,0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.9622972496801334,Alto,1
2019,2005.0,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,10.0,327.0,10.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,8.3,5.0,6.7,12.0,7.4,,7.7730935185,7.474,7.5595,Não,7.8,Rede Decisão,7.5,8.1,8.833,9.0,4.0,Ametista,Ametista,Ametista,Ágata,Ametista,,3.1,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase,Sem limitações,A,7.474,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.9617778754600418,Alto,1
2019,2012.0,,1,,Avaliador-4,Avaliador-2,Avaliador-15,,,,6.0,45.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,7.5,5.0,9.6,12.0,9.7,,7.7730935185,8.417,7.5595,Não,6.7,Rede Decisão,7.5,7.5,9.333,9.7,3.0,Topázio,Ametista,Ametista,Topázio,Topázio,,9.5,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não atendido,A,8.417,Topázio,1,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9602262049271302,Alto,1
2021,2012.0,,1,,Avaliador-11,Avaliador-3,,,,,69.0,252.0,4.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,9.1,12.0,6.7,,7.7730935185,7.659,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.417,9.1,2.0,,Ametista,Ametista,Ágata,Ametista,,9.1,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,F,7.659,,1,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.9580150825186088,Alto,1
2021,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,100.0,342.0,3.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,7.1,12.0,6.7,,7.7730935185,7.432,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.833,6.0,2.0,,Ametista,Ametista,Topázio,Ametista,,8.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,N,7.432,,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.9579905070401372,Alto,1
2021,2005.0,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,8.0,243.0,8.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Masculino,8.3,5.0,6.7,12.0,8.2,,7.7730935185,7.677,7.5595,Sim,8.2,Escola Pública,7.5,8.1,8.556,7.2,4.0,,Ametista,Ametista,Ametista,Ametista,,4.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,7.677,,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.9567445911595164,Alto,1
2021,2005.0,,1,,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,,,21.0,312.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Masculino,7.1,5.0,6.5,12.0,9.2,,7.7730935185,7.498,7.5595,Sim,6.4,Escola Pública,7.5,5.6,9.208,6.8,4.0,,Ametista,Ametista,Ametista,Ametista,,6.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,K,7.498,,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.9562343737481682,Alto,1
2019,2005.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,18.0,198.0,2.0,-3.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4.0,Fase 7 (3º EM),Masculino,8.3,2.5,7.9,12.0,9.2,,7.7730935185,7.816,7.5595,Não,7.1,Rede Decisão,7.5,6.9,9.25,9.0,4.0,Ametista,Ametista,Ametista,Ametista,Ametista,,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,P,7.816,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.9550853656232243,Alto,1
2017,2009.0,,1,,Avaliador-5,Avaliador-2,Avaliador-15,,,,27.0,176.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,7.5,12.0,9.0,,7.7730935185,7.883,7.5595,Não,6.7,Rede Decisão,7.5,8.1,8.5,7.5,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,,7.5,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Sem limitações,A,7.883,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.9546278372605613,Alto,1
2018,2010.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,11.0,42.0,3.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,8.1,12.0,8.3,,7.7730935185,8.442,7.5595,Não,8.3,Rede Decisão,7.5,6.3,8.625,7.7,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,,8.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,A,8.442,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9545414471800975,Alto,1
2022,2008.0,,1,,Avaliador-6,Avaliador-30,Avaliador-31,,,,27.0,170.0,1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Feminino,8.8,5.0,6.4,12.0,10.0,,7.7730935185,7.897,7.5595,Sim,5.7,Escola Pública,7.5,6.9,8.667,7.3,3.0,,Ametista,Ametista,,Ametista,,6.3,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Sem limitações,N,7.897,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9536472573078545,Alto,1
2020,2012.0,,1,,Avaliador-4,Avaliador-2,Avaliador-15,,,,5.0,40.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,8.0,5.0,9.8,12.0,9.2,,7.7730935185,8.465,7.5595,Não,6.7,Rede Decisão,7.5,7.5,9.5,10.0,3.0,Topázio,Ametista,Ametista,Topázio,Topázio,,9.7,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Sem limitações,A,8.465,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9532602974003597,Alto,1
2021,2005.0,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,5.0,119.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,9.2,5.0,8.6,12.0,7.9,,7.7730935185,8.087,7.5595,Não,9.7,Rede Decisão,7.5,6.9,9.111,10.0,4.0,,Ametista,Ametista,Topázio,Topázio,,6.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Requer avaliação,A,8.087,,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.9493283360453155,Alto,1
2021,2013.0,,1,,Avaliador-4,Avaliador-2,,,,,1.0,4.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 1 (4º ano),Feminino,9.5,10.0,9.3,12.0,10.0,,7.7730935185,8.971,7.5595,Sim,6.7,Escola Pública,7.5,7.5,9.0,8.8,3.0,,Ametista,Ametista,Topázio,Topázio,,9.8,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,,Sem limitações,K,8.971,,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.9438855346016242,Alto,1
2019,2012.0,,1,,Avaliador-4,Avaliador-2,,,,,10.0,57.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,10.0,5.0,9.4,12.0,8.4,,7.7730935185,8.334,7.5595,Sim,6.7,Escola Pública,7.5,7.5,9.333,10.0,2.0,Ametista,Ametista,Ametista,Topázio,Topázio,,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,Sem limitações,H,8.334,Ametista,0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9435012813659892,Alto,1
2019,2011.0,,1,,Avaliador-5,Avaliador-2,Avaliador-15,,,,18.0,139.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,8.0,10.0,7.8,12.0,7.9,,7.7730935185,8.012,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.444,9.3,3.0,Topázio,Ametista,Ametista,Ametista,Ametista,,6.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não atendido,U,8.012,Topázio,0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.9420971733461849,Alto,1
2019,2010.0,,1,,Avaliador-5,Avaliador-2,Avaliador-15,,,,55.0,375.0,10.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,7.5,5.0,6.9,12.0,9.2,,7.7730935185,7.359,7.5595,Não,6.7,Rede Decisão,7.5,5.6,8.389,5.3,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,L,7.359,Ametista,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.9409017262253243,Alto,1
2019,2011.0,,1,,Avaliador-5,Avaliador-2,Avaliador-15,,,,3.0,36.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Feminino,6.9,10.0,8.1,12.0,9.9,,7.7730935185,8.488,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.889,7.1,3.0,Topázio,Ametista,Ametista,Ametista,Topázio,,9.2,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não atendido,B,8.488,Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0,0.939075234865429,Alto,1
